date,amount,description,category,payment_mode
2024-04-19,12007.57,APPLE.COM/BILL 201489,Entertainment,Credit Card
2023-01-01,4408.31,Credited IRCTC E-TICKET 474655,Travel,Net Banking
2024-07-16,30.44,AMZN MKTP EUROPE 50425,Shopping,Credit Card
2025-09-22,1293.95,MOBILE TOPUP Jio 930659,Bills & Utilities,Wallet
2024-04-27,9486.22,SHELL NY TXN 362931,Fuel,Debit Card
2025-10-28,13970.67,GAS BILL 80997,Bills & Utilities,Net Banking
2023-10-06,6464.94,IRCTC E-TICKET 853135,Travel,Net Banking
2023-11-26,9892.82,Credited IMPS TRANSFER TO PAYTM 111197,Shopping,UPI
2023-11-05,13064.03,AMAZON PAY *ZALANDO 565575,Shopping,Wallet
2025-10-22,4017.93,SHELL ATLANTA TXN 769921,Fuel,Debit Card
2023-09-19,6231.19,UPI/624560/AMAZON,Shopping,UPI
2024-11-23,9125.13,CARREFOUR 168913,Groceries,Debit Card
2025-10-09,2625.29,WALMART.COM 106394,Shopping,Credit Card
2023-05-29,13375.57,APPLE.COM/BILL 755893,Entertainment,Credit Card
2024-01-15,6505.8,PAYMENT TO TARGET VIA BHIM UPI 63895,Shopping,UPI
2024-01-22,2184.83,EASYJET 628789 *CARD,Travel,Card Present
2025-11-04,1346.76,WALMART.COM 641702,Shopping,Credit Card
2025-11-09,4542.04,UPI/922339/AMAZON,Shopping,UPI
2024-01-30,5951.73,FLIPKART AMSTERDAM TXN 584414,Shopping,Debit Card
2025-11-02,11641.01,PAYMENT TO COSTCO VIA BHIM UPI 577915,Shopping,UPI
2025-09-12,3029.0,SWIGGY HYDERABAD TXN 614422,Food & Dining,UPI
2024-06-21,569.89,Alert: MYNTRA DELHI TXN 708914,Shopping,IMPS
2023-03-06,11217.68,Txn: ALDI 388399,Groceries,Debit Card
2023-04-13,12982.81,IRCTC E-TICKET 181119,Travel,Net Banking
2025-04-07,14727.73,JIO RECHARGE 360862 *ONLINE,Bills & Utilities,Net Banking
2023-08-01,112.11,UBER SAN FRANCISCO TXN 39117,Travel,Credit Card
2024-03-28,4909.21,CARREFOUR 344827,Groceries,Debit Card
2023-11-12,3275.23,CVS PHARMACY 901930,Healthcare,Card
2024-01-01,1752.29,AIRTEL BILLPAY 419126,Bills & Utilities,Net Banking
2024-01-03,10788.05,DELTA AIRLINES 738468,Travel,Credit Card
2024-03-23,1463.73,Debited MYNTRA AHMEDABAD TXN 975923,Shopping,IMPS
2024-06-14,921.58,Credited ZOMATO BENGALURU TXN 618059,Food & Dining,UPI
2023-10-30,5128.14,UPI/735091/IRCTC,Shopping,UPI
2024-10-23,13589.72,CARREFOUR 159615 *CARD,Groceries,Card Present
2025-02-02,1557.5,ZOMATO AMSTERDAM TXN 901799,Food & Dining,UPI
2024-12-14,10349.91,SHELL NY TXN 482930 *POS,Fuel,Card Present
2024-12-02,2524.15,AIRTEL BILLPAY 663484,Bills & Utilities,Net Banking
2023-01-15,4126.21,KFC AHMEDABAD TXN 190510,Food & Dining,Debit Card
2023-04-23,10080.85,IMPS TRANSFER TO H&M 107330,Shopping,IMPS
2023-04-12,7747.02,CARREFOUR 305634,Groceries,Debit Card
2024-07-26,4750.04,BIG BAZAAR 159458 *ONLINE,Groceries,Debit Card
2023-10-17,14709.36,MOBILE TOPUP Airtel 856073,Bills & Utilities,Wallet
2023-12-05,13790.88,HP PETROL PUMP ATLANTA TXN 829695,Fuel,Debit Card
2025-02-20,9217.03,INSURANCE PREMIUM MAKEMYTRIP 818791,Bills & Utilities,Net Banking
2023-02-18,2367.69,Txn: IRCTC E-TICKET 925769,Travel,Net Banking
2023-05-21,14415.36,INSURANCE PREMIUM AIRTEL 774648,Bills & Utilities,Net Banking
2023-03-15,11821.22,UBER HYDERABAD TXN 138710,Travel,Credit Card
2023-11-30,4407.91,STARBUCKS BERLIN POS 742133,Food & Dining,Credit Card
2025-03-19,350.41,AMZN.COM/BILL 811489 *CARD,Shopping,Credit Card
2023-08-25,11723.1,EASYJET 771197,Travel,Credit Card
2024-12-05,4494.94,KFC SAN FRANCISCO TXN 64128,Food & Dining,Debit Card
2023-04-01,4994.45,BIG BAZAAR 818977,Groceries,Debit Card
2024-10-21,2272.22,AMAZON PAY *STARBUCKS 426843,Shopping,Wallet
2025-05-15,7122.47,UPI/942345/H&M *CARD,Shopping,Debit Card
2025-07-17,5021.08,STRIPE*MYNTRA 308911,Shopping,Card
2023-07-09,6695.13,MCDONALDS NY POS 333047,Food & Dining,Debit Card
2024-11-16,10084.98,INDIAN OIL KOLKATA TXN 207526,Fuel,Debit Card
2025-02-22,2189.53,RYANAIR 505789,Travel,Credit Card
2024-08-23,8487.96,ATM CASH WITHDRAWAL ICICI ATM 143457,Cash Withdrawal,ATM
2023-12-02,404.24,AMZN MKTP INDIA 658478,Shopping,Credit Card
2024-05-19,10718.39,AMZN MKTP INDIA 893372,Shopping,Credit Card
2023-08-13,6231.32,SPOTIFY *SUBSCRIPTION 705127,Entertainment,Card
2023-10-17,8279.84,AIRTEL BILLPAY 157388 *CARD,Bills & Utilities,Debit Card
2025-04-18,14616.23,Credited APOLLO PHARMACY 174735,Healthcare,Card
2023-12-08,12998.33,UBER MADRID TXN 783732,Travel,Credit Card
2023-06-04,1452.91,IRCTC 261756 INDIAN RAIL,Travel,Net Banking
2023-02-17,8799.9,ACH DEBIT IKEA 287636,Bills & Utilities,ACH
2023-11-02,8880.66,UPI/617615/AMAZON,Shopping,UPI
2024-12-08,3691.74,COSTCO NY TXN 12931,Shopping,Debit Card
2023-07-06,1139.76,INSURANCE PREMIUM SBI 997108,Bills & Utilities,Net Banking
2024-04-01,131.68,KFC HYDERABAD TXN 179190,Food & Dining,Debit Card
2025-10-26,12078.7,WALMART.COM 907043,Shopping,Credit Card
2024-08-21,9524.76,NEFT TO IRCTC 974315,Transfer,NEFT
2025-05-09,9993.06,OLA/UBER RIDE 946954,Travel,UPI
2023-12-27,4908.97,RECHARGE Vodafone 826253,Bills & Utilities,UPI
2025-01-08,11325.13,SWIGGY BERLIN TXN 99374,Food & Dining,UPI
2023-11-18,7354.09,JIO RECHARGE 977070,Bills & Utilities,Net Banking
2023-08-11,11265.6,AMZN MKTP INDIA 150380,Shopping,Credit Card
2023-11-02,10368.38,AIRTEL BILLPAY 127308,Bills & Utilities,Net Banking
2025-09-06,7811.22,LIDL 430962,Groceries,Debit Card
2023-06-21,12147.11,SPOTIFY *SUBSCRIPTION 684044,Entertainment,Card
2023-05-11,4744.59,STRIPE*MCDONALDS 563971,Shopping,Card
2025-03-28,3801.27,RECHARGE Airtel 425614 *CARD,Bills & Utilities,Credit Card
2023-10-26,244.47,DELTA AIRLINES 288944 *POS,Travel,Debit Card
2023-04-09,8304.34,UPI/101395/AMAZON,Shopping,UPI
2025-09-21,1566.65,LIDL 689098,Groceries,Debit Card
2025-04-13,1892.31,CARREFOUR 268281,Groceries,Debit Card
2025-01-22,7820.76,UBER PUNE TXN 820835,Travel,Credit Card
2025-04-17,3735.56,CVS PHARMACY 836263,Healthcare,Card
2023-05-01,7329.86,MYNTRA AMSTERDAM TXN 187487,Shopping,IMPS
2024-11-04,11091.44,Txn: NEFT TO HDFC 224313,Transfer,NEFT
2023-01-13,13126.92,KFC PARIS TXN 360232,Food & Dining,Debit Card
2023-09-04,3131.88,ATM CASH WITHDRAWAL ICICI ATM 24112,Cash Withdrawal,ATM
2025-06-10,12432.94,CARREFOUR 886258,Groceries,Debit Card
2025-09-07,4646.27,TARGET STORE587 500110 *CARD,Shopping,Debit Card
2023-03-08,560.45,SWIGGY MADRID TXN 61295 *POS,Food & Dining,Credit Card
2025-10-06,631.3,CVS PHARMACY 327205,Healthcare,Card
2025-05-05,3558.58,ATM CASH WITHDRAWAL SBI ATM 753748 *CARD,Cash Withdrawal,Card Present
2023-04-09,2204.94,ALDI 19038,Groceries,Debit Card
2025-11-05,14801.86,SHELL HYDERABAD TXN 658985,Fuel,Debit Card
2023-01-20,891.22,AMAZON PAY *MICROSOFT 234284,Shopping,Wallet
2024-05-14,4796.68,APPLE.COM/BILL 951349,Entertainment,Credit Card
2025-08-10,7863.0,NEFT TO H&M 371471,Transfer,NEFT
2023-09-06,2439.78,ACH DEBIT CARREFOUR 403935,Bills & Utilities,ACH
2023-01-17,10568.44,ZOMATO DELHI TXN 309537,Food & Dining,UPI
2024-04-01,10899.41,TARGET STORE351 314457,Shopping,Credit Card
2025-10-20,5503.1,MCDONALDS AHMEDABAD POS 803035,Food & Dining,Card Present
2025-07-20,1359.96,INDIAN OIL MADRID TXN 423893 *CARD,Fuel,Debit Card
2025-06-15,2788.76,PAYMENT TO KFC VIA BHIM UPI 846648,Shopping,UPI
2025-02-08,8930.74,MOBILE TOPUP Vodafone 221201,Bills & Utilities,Wallet
2024-01-11,5458.11,IRCTC E-TICKET 160703,Travel,Net Banking
2025-01-10,464.51,SUBSCRIPTION AMAZON PRIME 78674,Entertainment,Card
2024-03-26,13526.09,SUBSCRIPTION AMAZON PRIME 56233,Entertainment,Card
2023-03-23,1170.13,PAYMENT TO COSTCO VIA BHIM UPI 339121,Shopping,UPI
2024-10-03,6563.21,PAYPAL *APPLE 668623,Shopping,Digital Wallet
2025-06-11,14247.81,ATM CASH WITHDRAWAL AXIS BANK ATM ATM 977780,Cash Withdrawal,ATM
2023-06-19,12165.94,SHELL MADRID TXN 507166,Fuel,Debit Card
2024-07-29,12215.05,UPI/655831/PAYTM,Shopping,UPI
2024-01-24,10552.05,PAYTM-TO-HDFC 236910,Shopping,UPI
2025-07-09,3334.8,IRCTC 423990 INDIAN RAIL *CARD,Travel,Debit Card
2024-08-11,9654.08,IMPS TRANSFER TO GOOGLE 490231,Shopping,IMPS
2023-03-29,7151.4,AUTOPEY PAYTM 37147,Bills & Utilities,AutoDebit
2023-08-17,978.8,BOOTSCHEMIST 450480,Healthcare,Card
2023-08-29,4545.35,GAS BILL 456070,Bills & Utilities,Net Banking
2025-09-02,13205.56,Debited FLIPKART CHENNAI TXN 489123,Shopping,Debit Card
2024-11-18,9590.15,MCDONALDS CHICAGO POS 677090,Food & Dining,Card Present
2023-08-13,3720.18,MOBILE TOPUP Airtel 621486,Bills & Utilities,Wallet
2025-07-19,411.15,IRCTC 245061 INDIAN RAIL,Travel,Net Banking
2023-05-01,3317.63,IMPS TRANSFER TO IOC 674715,Shopping,IMPS
2023-08-01,8871.16,BIG BAZAAR 944291,Groceries,Debit Card
2024-07-17,551.57,PAYTM-TO-PAYTM 76907,Shopping,UPI
2025-08-30,10495.16,WALMART.COM 560099,Shopping,Credit Card
2023-04-21,11830.66,AIRTEL BILLPAY 605578 *ONLINE,Bills & Utilities,Net Banking
2023-12-15,11845.31,INSURANCE PREMIUM ZARA 240533,Bills & Utilities,Net Banking
2023-11-03,10163.82,SUBSCRIPTION AMAZON PRIME 82236 *ONLINE,Entertainment,Card
2023-07-20,11098.42,UPI/926923/RYANAIR,Shopping,UPI
2024-08-14,6513.46,PAYMENT TO CREDIT CARD SBI 173267,Bills & Utilities,Card Present
2023-08-03,4787.57,TARGET STORE463 848016,Shopping,Credit Card
2024-11-17,14825.85,DMART 160616,Groceries,Debit Card
2024-09-14,821.31,CVS PHARMACY 798808,Healthcare,Card
2023-01-21,3778.85,OLA/UBER RIDE 504577,Travel,UPI
2023-10-10,10114.84,AMZN MKTP EUROPE 980684 *ONLINE,Shopping,Credit Card
2024-07-30,14436.46,OLA/UBER RIDE 940466,Travel,UPI
2025-03-25,11700.11,UBER NY TXN 451333,Travel,Credit Card
2025-07-15,5892.99,FLIPKART AHMEDABAD TXN 757613,Shopping,Debit Card
2025-05-23,4050.35,PAYMENT TO CREDIT CARD SBI ATM 256988,Bills & Utilities,Credit Card
2024-07-20,10830.79,SBI/IMPS TO RAZORPAY 294002,Transfer,IMPS
2025-09-03,9009.22,Credited NETFLIX.COM/BILL 283472,Entertainment,Credit Card
2025-09-02,7799.8,ELECTRICITY BILL 522608,Bills & Utilities,Net Banking
2023-02-19,8994.92,UPI/943916/AMAZON,Shopping,UPI
2023-01-16,6238.85,AMAZON ATLANTA TXN 706862,Shopping,Debit Card
2025-07-10,3587.36,PAYPAL *IKEA 629625,Shopping,Digital Wallet
2023-08-09,12240.22,AIRTEL BILLPAY 454320,Bills & Utilities,Net Banking
2024-12-03,11731.3,PAYPAL *CARREFOUR 637884,Shopping,UPI
2024-02-03,13262.73,APPLE.COM/BILL 518899,Entertainment,Credit Card
2025-11-13,4164.99,IMPS TRANSFER TO ALDI 706263 *CARD,Shopping,Credit Card
2024-01-06,1576.54,SHELL NY TXN 131565,Fuel,Debit Card
2025-07-02,12745.35,ELECTRICITY BILL 466333,Bills & Utilities,Net Banking
2024-09-05,5041.55,INDIAN OIL ATLANTA TXN 903395,Fuel,Debit Card
2023-08-25,8383.65,OLA/UBER RIDE 228978,Travel,UPI
2025-04-09,9793.97,SUBWAY ATLANTA POS 866223,Food & Dining,Credit Card
2025-03-08,7952.83,VENMO PAYMENT 652278,Transfer,Digital Wallet
2023-09-18,5734.64,JIO RECHARGE 612616,Bills & Utilities,Net Banking
2023-09-07,7942.89,MAKEMYTRIP 195938,Travel,Credit Card
2023-08-05,13643.6,APPLE.COM/BILL 515814,Entertainment,Credit Card
2023-06-19,8905.76,SPOTIFY *SUBSCRIPTION 362438,Entertainment,Card
2024-06-23,7690.55,ZELLE PAYMENT TO PAYTM 853366,Transfer,Digital Wallet
2023-03-26,8337.61,UBER CHICAGO TXN 817584 *POS,Travel,Card Present
2025-07-20,14682.55,MAKEMYTRIP 241086,Travel,Credit Card
2023-05-14,11107.63,RECHARGE Airtel 431595,Bills & Utilities,UPI
2024-11-22,10812.29,NEFT TO ADOBE 630556 *POS,Transfer,Card Present
2024-05-22,14095.46,IRCTC E-TICKET 435709 *CARD,Travel,Card Present
2024-03-20,3814.58,SUBWAY PUNE POS 463217,Food & Dining,Card Present
2024-12-07,5839.16,EASYJET 484214,Travel,Credit Card
2025-09-28,14561.67,FLIPKART HYDERABAD TXN 901500,Shopping,Debit Card
2024-08-15,2110.63,AMZN MKTP US 431805 *CARD,Shopping,Debit Card
2025-10-09,10234.34,UPI/59011/SPOTIFY *CARD,Shopping,Credit Card
2025-01-24,1797.25,APPLE.COM/BILL 74125,Entertainment,Credit Card
2024-02-15,907.63,UBER MADRID TXN 990036,Travel,Credit Card
2023-07-06,7085.19,MAKEMYTRIP 639274 *POS,Travel,Credit Card
2023-10-08,3388.66,AMZN MKTP US 820246,Shopping,Credit Card
2024-12-20,12650.19,UBER KOLKATA TXN 96354,Travel,Credit Card
2025-05-25,6516.8,SBI/IMPS TO RYANAIR 367506,Transfer,IMPS
2024-07-03,11288.8,IRCTC 931331 INDIAN RAIL,Travel,Net Banking
2024-07-14,4892.42,RECHARGE Airtel 60622,Bills & Utilities,UPI
2023-03-10,193.44,SBI/IMPS TO CARREFOUR 197910,Transfer,IMPS
2024-05-04,6761.78,SHELL MIAMI TXN 160038,Fuel,Debit Card
2024-11-03,10017.55,DELTA AIRLINES 854377,Travel,Credit Card
2023-01-07,12854.75,SPOTIFY *SUBSCRIPTION 918612,Entertainment,Card
2025-07-22,6243.67,AUTOPEY HOME DEPOT 98776,Bills & Utilities,AutoDebit
2024-12-03,1054.49,MYNTRA BENGALURU TXN 759347,Shopping,Debit Card
2024-03-31,8456.34,AMAZON PAY *TATACLIQ 445026,Shopping,Wallet
2023-07-19,944.26,RECHARGE Vodafone 68770,Bills & Utilities,UPI
2025-06-13,10878.17,RECHARGE Jio 405323,Bills & Utilities,UPI
2024-07-27,3108.52,GAS BILL 132649,Bills & Utilities,Net Banking
2025-01-20,7757.61,SPOTIFY *SUBSCRIPTION 551358,Entertainment,Card
2024-04-11,10246.84,SBI/IMPS TO JIO 301822,Transfer,IMPS
2024-08-25,12817.99,EASYJET 810149,Travel,Credit Card
2025-04-27,5578.29,Alert: CARREFOUR 207570,Groceries,Debit Card
2023-11-03,9925.76,Credited GAS BILL 202697,Bills & Utilities,Net Banking
2023-11-03,3040.33,BOOTSCHEMIST 91896 *POS,Healthcare,Card Present
2023-12-08,10814.28,UPI/558410/AMAZON,Shopping,UPI
2025-05-06,9458.56,GOOGLE *PLAY 602867,Entertainment,Credit Card
2023-12-18,12444.84,UBER PUNE TXN 780955,Travel,Credit Card
2024-12-28,3141.97,TATACLIQ DELHI TXN 260417,Shopping,Debit Card
2024-06-14,5001.85,AUTOPAY AMZN PRIME 501075,Entertainment,AutoDebit
2023-03-29,3949.78,AMZN MKTP INDIA 725339,Shopping,Credit Card
2024-07-10,14915.42,STRIPE*HDFC 510661,Shopping,Card
2024-12-09,5524.89,SUBWAY AMSTERDAM POS 935138,Food & Dining,Credit Card
2024-09-03,3924.59,IRCTC 681712 INDIAN RAIL,Travel,Net Banking
2024-06-10,3680.51,ATM CASH WITHDRAWAL AXIS ATM 843711,Cash Withdrawal,ATM
2024-04-29,5221.02,MCDONALDS ATLANTA POS 284634,Food & Dining,Card Present
2024-07-29,9128.93,ATM CASH WITHDRAWAL HDFC ATM ATM 306656 *CARD,Cash Withdrawal,Debit Card
2025-03-08,5493.55,SPOTIFY *SUBSCRIPTION 517230 *CARD,Entertainment,Debit Card
2025-05-07,223.89,SBI/IMPS TO TARGET 719886,Transfer,IMPS
2025-03-08,350.57,HDFC/NEFT TO GOIBIBO 727606,Transfer,NEFT
2025-05-29,6749.13,CARREFOUR 783207,Groceries,Debit Card
2024-04-03,1450.84,PAYMENT TO CREDIT CARD HDFC 175039,Bills & Utilities,Card Present
2025-01-15,4728.07,WALMART.COM 284864 *ONLINE,Shopping,Credit Card
2025-05-27,11869.63,KFC BERLIN TXN 585451,Food & Dining,Debit Card
2024-05-24,8193.27,TARGET STORE942 667027,Shopping,Credit Card
2025-02-27,12639.74,AIRTEL BILLPAY 753353,Bills & Utilities,Net Banking
2025-05-08,14301.92,INSURANCE PREMIUM IKEA 323118,Bills & Utilities,Net Banking
2023-12-15,8893.8,Alert: LIDL 748082,Groceries,Debit Card
2024-04-30,13992.73,MCDONALDS BENGALURU POS 278928,Food & Dining,Card Present
2025-02-26,1122.83,ZARA MADRID TXN 644611,Shopping,Debit Card
2025-02-02,5644.97,ELECTRICITY BILL 247648,Bills & Utilities,Net Banking
2024-06-04,741.81,AUTOPEY IOC 512894,Bills & Utilities,AutoDebit
2025-06-26,433.87,SHELL LONDON TXN 431327,Fuel,Debit Card
2024-10-23,1585.98,STRIPE*CARREFOUR 40710 *CARD,Shopping,Debit Card
2023-04-04,3414.62,PAYTM-TO-EASYJET 467729 *CARD,Shopping,Wallet
2024-07-16,2026.84,Txn: KFC MUMBAI TXN 894274,Food & Dining,Debit Card
2023-08-16,9698.71,Debited MAKEMYTRIP 553810,Travel,Credit Card
2024-07-03,6026.64,APPLE.COM/BILL 533637,Entertainment,Credit Card
2023-05-16,11473.12,GOOGLE *PLAY 78824,Entertainment,Credit Card
2024-06-24,3061.92,OLA/UBER RIDE 644210,Travel,UPI
2025-09-09,6908.9,Debited IMPS TRANSFER TO SWIGGY 887634,Shopping,IMPS
2025-05-30,4100.05,INSURANCE PREMIUM JIO 477984,Bills & Utilities,Net Banking
2025-05-15,1084.89,GAS BILL 196582,Bills & Utilities,Net Banking
2024-12-13,1507.81,APPLE.COM/BILL 664857 *POS,Entertainment,Credit Card
2024-09-01,9807.85,Txn: IRCTC E-TICKET 787882,Travel,Net Banking
2024-10-15,8639.88,LIDL 871949,Groceries,Debit Card
2025-09-14,6440.05,GAS BILL 927319,Bills & Utilities,Net Banking
2024-11-05,13430.83,MOBILE TOPUP Airtel 137919,Bills & Utilities,Wallet
2025-11-13,9720.09,ZELLE PAYMENT TO TATACLIQ 759149,Transfer,Zelle
2025-10-16,7207.1,RECHARGE Airtel 473935,Bills & Utilities,UPI
2024-03-02,14794.29,PAYPAL *TESCO 653895 *CARD,Shopping,Digital Wallet
2024-08-04,7187.89,LIDL 923780,Groceries,Debit Card
2025-10-19,11154.65,ALDI 372573,Groceries,Debit Card
2023-01-09,1984.31,ACH DEBIT H&M 690562,Bills & Utilities,ACH
2025-07-13,12423.57,SUBSCRIPTION AMAZON PRIME 169636,Entertainment,Card
2024-08-26,10699.05,DELTA AIRLINES 605213,Travel,Credit Card
2025-09-18,2724.64,PAYTM-TO-KFC 297021,Shopping,UPI
2024-12-28,8143.71,AUTOPAY AMZN PRIME 698966,Entertainment,AutoDebit
2024-02-09,8368.73,BIG BAZAAR 978857,Groceries,Debit Card
2024-01-08,5690.55,OLA/UBER RIDE 787669 *ONLINE,Travel,UPI
2023-09-28,5920.89,AUTOPEY JIO 242873,Bills & Utilities,AutoDebit
2024-04-02,9697.02,MCDONALDS KOLKATA POS 678882,Food & Dining,Credit Card
2024-07-26,11468.42,UPI/87103/APPLE,Shopping,UPI
2023-01-29,2664.13,BIG BAZAAR 934116 *ONLINE,Groceries,Debit Card
2024-07-16,3191.88,UPI/587218/AMAZON,Shopping,UPI
2023-07-26,5939.98,FLIPKART PUNE TXN 401738,Shopping,Debit Card
2025-02-12,1220.73,APOLLO PHARMACY 362695,Healthcare,Card
2023-06-06,9588.95,GAS BILL 334526,Bills & Utilities,Net Banking
2024-05-10,3847.94,ZOMATO SAN FRANCISCO TXN 233698,Food & Dining,UPI
2024-03-26,3677.94,TARGET STORE527 121171,Shopping,Credit Card
2024-03-12,5290.21,EASYJET 764069,Travel,Credit Card
2023-04-19,4969.42,AUTOPAY AMZN PRIME 435608,Entertainment,AutoDebit
2023-04-20,2232.56,AMZN MKTP INDIA 915162,Shopping,Credit Card
2023-03-31,7327.26,IMPS TRANSFER TO AMAZON 420882,Shopping,IMPS
2024-06-17,6383.74,UPI/441204/DELTA AIRLINES,Shopping,UPI
2023-05-01,6143.58,Txn: RECHARGE Airtel 929547,Bills & Utilities,UPI
2023-05-30,9173.0,ATM CASH WITHDRAWAL AXIS BANK ATM ATM 164511 *ONLINE,Cash Withdrawal,ATM
2025-01-16,13716.72,BOOTSCHEMIST 267853,Healthcare,Card
2025-09-24,6242.86,BIG BAZAAR 17800,Groceries,Debit Card
2024-10-23,5783.96,UPI/352704/AMAZON,Shopping,UPI
2025-08-20,3002.64,Txn: LIDL 780327,Groceries,Debit Card
2023-12-06,10507.97,JIO RECHARGE 430068,Bills & Utilities,Net Banking
2025-02-04,31.51,TESCO STORES 19699,Groceries,Debit Card
2025-02-03,14480.83,ZELLE PAYMENT TO JIO 322534,Transfer,Zelle
2023-04-05,3605.4,GOOGLE *PLAY 930028,Entertainment,Credit Card
2025-05-13,442.03,SWIGGY LONDON TXN 224161,Food & Dining,UPI
2023-02-16,14396.91,INSURANCE PREMIUM ADOBE 40573 *ONLINE,Bills & Utilities,Net Banking
2023-09-13,9383.98,PAYMENT TO CREDIT CARD SBI ATM 823432,Bills & Utilities,Debit Card
2025-02-27,523.04,MYNTRA AMSTERDAM TXN 617511,Shopping,IMPS
2023-01-29,14759.36,HP PETROL PUMP LOS ANGELES TXN 793157,Fuel,Debit Card
2024-03-27,13078.51,NETFLIX.COM/BILL 816463,Entertainment,Credit Card
2025-08-07,4044.41,IMPS TRANSFER TO RYANAIR 388722 *CARD,Shopping,Card Present
2024-02-14,5091.11,UPI/151825/LIDL,Shopping,UPI
2025-06-16,7147.68,PAYTM-TO-ALDI 487450,Shopping,Digital Wallet
2024-10-02,6793.1,IRCTC 858466 INDIAN RAIL,Travel,Net Banking
2024-12-13,8855.94,AUTOPAY AMZN PRIME 663164,Entertainment,AutoDebit
2024-04-16,4528.98,Alert: HDFC/NEFT TO FLIPKART 839783,Transfer,NEFT
2023-10-06,14945.66,APPLE.COM/BILL 160443 *POS,Entertainment,Credit Card
2025-05-18,4336.62,IRCTC 787548 INDIAN RAIL,Travel,Net Banking
2024-11-15,10411.76,UBER BENGALURU TXN 192994,Travel,Credit Card
2024-03-14,13645.53,AUTOPAY AMZN PRIME 172730,Entertainment,AutoDebit
2023-03-01,3280.36,AMAZON PAY *GOIBIBO 620313,Shopping,Wallet
2024-10-20,6494.06,BIG BAZAAR 698716,Groceries,Debit Card
2024-08-29,13633.37,GAS BILL 126895,Bills & Utilities,Net Banking
2024-10-13,3641.82,SPOTIFY *SUBSCRIPTION 690552 *ONLINE,Entertainment,Card
2023-09-27,3259.6,Debited HP PETROL PUMP HYDERABAD TXN 865705,Fuel,Debit Card
2025-09-14,9991.59,MYNTRA PARIS TXN 295104,Shopping,IMPS
2023-12-25,5805.15,JIO RECHARGE 316364 *ONLINE,Bills & Utilities,Net Banking
2025-03-19,11417.23,AUTOPAY AMZN PRIME 308534,Entertainment,AutoDebit
2025-11-03,9407.21,ZOMATO AHMEDABAD TXN 863250,Food & Dining,UPI
2023-04-18,2621.95,STARBUCKS BENGALURU POS 838358,Food & Dining,Debit Card
2023-05-07,2159.75,Alert: GAS BILL 733180,Bills & Utilities,Net Banking
2025-05-06,7667.26,BOOTSCHEMIST 201936,Healthcare,Card
2023-02-20,6299.76,KFC AMSTERDAM TXN 484141 *ONLINE,Food & Dining,Debit Card
2023-01-06,5944.13,APOLLO PHARMACY 939390,Healthcare,Card
2024-08-10,5695.86,Debited AMZN.COM/BILL 793714,Shopping,Credit Card
2025-02-03,3580.95,AMZN.COM/BILL 807934 *POS,Shopping,Credit Card
2023-04-17,11237.87,AMZN.COM/BILL 274525,Shopping,Credit Card
2025-03-27,568.77,SUBWAY PUNE POS 903631,Food & Dining,Card Present
2025-01-14,6111.03,TARGET STORE617 919295,Shopping,Credit Card
2023-08-01,11336.72,ACH DEBIT APPLE 241152 *CARD,Bills & Utilities,ACH
2023-06-24,10785.43,Debited PAYTM-TO-RAZORPAY 301431,Shopping,Digital Wallet
2023-03-26,5716.31,MYNTRA PARIS TXN 124459,Shopping,IMPS
2023-03-04,14857.14,BOOTSCHEMIST 35142 *POS,Healthcare,Debit Card
2023-01-02,7901.46,ZELLE PAYMENT TO KFC 253923,Transfer,Zelle
2025-04-07,9411.7,APPLE.COM/BILL 58076,Entertainment,Credit Card
2024-09-16,991.85,NETFLIX.COM/BILL 631314,Entertainment,Credit Card
2025-06-07,3357.86,MYNTRA LONDON TXN 538487 *CARD,Shopping,Card Present
2023-06-18,9522.91,INDIAN OIL MUMBAI TXN 569284,Fuel,Debit Card
2025-05-05,2435.96,MOBILE TOPUP Vodafone 990751,Bills & Utilities,Wallet
2025-03-09,14227.6,MOBILE TOPUP Vodafone 792765,Bills & Utilities,Wallet
2024-10-20,7860.6,SUBWAY LOS ANGELES POS 960375,Food & Dining,Debit Card
2024-05-05,827.99,FLIPKART BERLIN TXN 794170,Shopping,Debit Card
2024-10-18,11085.27,ATM CASH WITHDRAWAL SBI ATM 707790,Cash Withdrawal,ATM
2023-11-23,9333.02,SUBWAY KOLKATA POS 280833,Food & Dining,Debit Card
2025-05-26,14610.78,TESCO STORES 974686,Groceries,Debit Card
2024-05-22,14270.73,JIO RECHARGE 626549,Bills & Utilities,Net Banking
2025-04-19,1255.28,AUTOPAY AMZN PRIME 376710,Entertainment,AutoDebit
2024-03-02,8731.71,SUBWAY LONDON POS 652078,Food & Dining,Debit Card
2024-07-24,10744.48,AUTOPEY KFC 881578,Bills & Utilities,AutoDebit
2025-09-15,901.86,IRCTC E-TICKET 891001,Travel,Net Banking
2025-07-20,4471.74,PAYTM-TO-COSTCO 893855 *ONLINE,Shopping,UPI
2025-11-10,8766.35,GOOGLE *PLAY 24550,Entertainment,Credit Card
2025-08-30,10309.15,STARBUCKS ATLANTA POS 868160,Food & Dining,Card Present
2023-08-06,12128.27,ACH DEBIT ADOBE 315590,Bills & Utilities,ACH
2023-12-12,10950.49,PAYPAL *SBI 908459,Shopping,Digital Wallet
2024-04-16,14777.79,MYNTRA PARIS TXN 592084,Shopping,IMPS
